pl_name,hostname,pl_letter,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_bmag,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate;;;;
Kepler-783 b,Kepler-783,b,0,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,4.29264638000,0.0487000000,0.93000000,0.08296919,,,,,,0.000000,520.8700,1218.00,85.94000,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5775.00,1.114000,0.839000,-0.3400,[Fe/H],4.267000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.09s,291.0628615,+47d29m05.24s,47.4847890,516.09000000,14.7010000,14.1530000,12.2870000,13.9378000,2014-11-18,2014-12-04,2014-11-18;;;;
Kepler-783 b,Kepler-783,b,0,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,4.29264558080,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5411.49,0.872088,0.940000,-0.0300,[M/H],4.530070,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.09s,291.0628615,+47d29m05.24s,47.4847890,516.09000000,14.7010000,14.1530000,12.2870000,13.9378000,2019-04-16,2019-03,2019-04-18;;;
Kepler-783 b,Kepler-783,b,0,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,0.67700000,0.06039789,,,,,,,229.1040,,,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,5381.00,0.856000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.09s,291.0628615,+47d29m05.24s,47.4847890,516.09000000,14.7010000,14.1530000,12.2870000,13.9378000,2018-09-04,2018-10,2018-09-06;;;;
Kepler-783 b,Kepler-783,b,0,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,4.29264638000,0.0487000000,0.93000000,0.08296919,,,,,,0.000000,520.8700,1218.00,85.94000,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5775.00,1.114000,0.839000,-0.3400,[Fe/H],4.267000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.09s,291.0628615,+47d29m05.24s,47.4847890,516.09000000,14.7010000,14.1530000,12.2870000,13.9378000,2014-11-21,2014-12-18,2014-11-21;;;;
Kepler-783 b,Kepler-783,b,0,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,4.29263699000,0.0491000000,0.68000000,0.06066564,,,,,,0.000000,227.6900,991.00,87.62000,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5357.00,0.863000,0.854000,0.0000,[Fe/H],4.498000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.09s,291.0628615,+47d29m05.24s,47.4847890,516.09000000,14.7010000,14.1530000,12.2870000,13.9378000,2017-05-08,2017-08-31 00:00,2017-05-08;;;;
Kepler-783 b,Kepler-783,b,0,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,4.29264638000,0.0495800000,0.70700000,0.06307442,,,,,,,220.3000,,,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,5381.00,0.848000,0.881000,-0.0100,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.09s,291.0628615,+47d29m05.24s,47.4847890,516.09000000,14.7010000,14.1530000,12.2870000,13.9378000,2024-12-05,2018-12,2024-12-05;;
Kepler-783 b,Kepler-783,b,0,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,4.29280000000,0.0510000000,1.05000000,0.09367489,,,,,,0.000000,,1226.00,86.52000,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,5810.00,1.170000,0.944000,,,4.280000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.09s,291.0628615,+47d29m05.24s,47.4847890,516.09000000,14.7010000,14.1530000,12.2870000,13.9378000,2013-10-28,2014-01-08,2013-10-28;;;;
Kepler-783 b,Kepler-783,b,1,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.29264638000,,0.78000000,0.06958694,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5521.00,0.890000,0.930000,0.0100,[Fe/H],4.510000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.09s,291.0628615,+47d29m05.24s,47.4847890,516.09000000,14.7010000,14.1530000,12.2870000,13.9378000,2016-05-06,2016-05,2016-05-10;;;;
Kepler-783 b,Kepler-783,b,0,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,4.29263699000,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5411.49,0.872088,0.940000,-0.0300,[M/H],4.530070,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.09s,291.0628615,+47d29m05.24s,47.4847890,516.09000000,14.7010000,14.1530000,12.2870000,13.9378000,2018-09-25,2018-08-16,2018-09-25;;;;
Kepler-783 c,Kepler-783,c,0,1,2,0,Transit,2020,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,7.05393612200,0.0679000000,2.55000000,0.22749615,,,,,,0.000000,267.9500,1032.00,89.95000,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5775.00,1.114000,0.839000,-0.3400,[Fe/H],4.267000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.09s,291.0628615,+47d29m05.24s,47.4847890,516.09000000,14.7010000,14.1530000,12.2870000,13.9378000,2014-11-18,2014-12-04,2014-11-18;;;;
Kepler-783 c,Kepler-783,c,0,1,2,0,Transit,2020,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,7.05393448800,0.0684000000,2.36000000,0.21054546,,,,,,0.000000,117.3300,840.00,86.66000,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5357.00,0.863000,0.854000,0.0000,[Fe/H],4.498000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.09s,291.0628615,+47d29m05.24s,47.4847890,516.09000000,14.7010000,14.1530000,12.2870000,13.9378000,2017-05-08,2017-08-31 00:00,2017-05-08;;;;
Kepler-783 c,Kepler-783,c,1,1,2,0,Transit,2020,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,7.05395000000,,2.33153725,0.20800582,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5411.49,0.872088,0.940000,-0.0300,[M/H],4.530070,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.09s,291.0628615,+47d29m05.24s,47.4847890,516.09000000,14.7010000,14.1530000,12.2870000,13.9378000,2020-09-08,2021-07,2020-09-03;;;;
Kepler-783 c,Kepler-783,c,0,1,2,0,Transit,2020,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,7.05393969000,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5411.49,0.872088,0.940000,-0.0300,[M/H],4.530070,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.09s,291.0628615,+47d29m05.24s,47.4847890,516.09000000,14.7010000,14.1530000,12.2870000,13.9378000,2020-09-08,2016-07,2016-07-28;;;;
Kepler-783 c,Kepler-783,c,0,1,2,0,Transit,2020,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,7.05394300000,0.0710000000,3.20000000,0.28548537,,,,,,0.000000,,1039.00,85.94000,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,5810.00,1.170000,0.944000,,,4.280000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.09s,291.0628615,+47d29m05.24s,47.4847890,516.09000000,14.7010000,14.1530000,12.2870000,13.9378000,2013-10-28,2014-01-08,2013-10-28;;;;
Kepler-783 c,Kepler-783,c,0,1,2,0,Transit,2020,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,7.05393448800,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5411.49,0.872088,0.940000,-0.0300,[M/H],4.530070,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.09s,291.0628615,+47d29m05.24s,47.4847890,516.09000000,14.7010000,14.1530000,12.2870000,13.9378000,2018-09-25,2018-08-16,2018-09-25;;;;
Kepler-783 c,Kepler-783,c,0,1,2,0,Transit,2020,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,7.05393612200,0.0679000000,2.55000000,0.22749615,,,,,,0.000000,267.9500,1032.00,89.95000,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5775.00,1.114000,0.839000,-0.3400,[Fe/H],4.267000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.09s,291.0628615,+47d29m05.24s,47.4847890,516.09000000,14.7010000,14.1530000,12.2870000,13.9378000,2015-08-25,2015-09-24,2015-08-25;;;;
Kepler-783 c,Kepler-783,c,0,1,2,0,Transit,2020,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,7.05393612200,0.0679000000,2.55000000,0.22749615,,,,,,0.000000,267.9500,1032.00,89.95000,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5775.00,1.114000,0.839000,-0.3400,[Fe/H],4.267000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.09s,291.0628615,+47d29m05.24s,47.4847890,516.09000000,14.7010000,14.1530000,12.2870000,13.9378000,2014-11-21,2014-12-18,2014-11-21;;;;
Kepler-783 c,Kepler-783,c,0,1,2,0,Transit,2020,Kepler,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,7.05393612200,0.0690300000,1.93900000,0.17298629,,,,,,,113.3000,,,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,5381.00,0.848000,0.881000,-0.0100,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.09s,291.0628615,+47d29m05.24s,47.4847890,516.09000000,14.7010000,14.1530000,12.2870000,13.9378000,2024-12-05,2018-12,2024-12-05;;
Kepler-784 b,Kepler-784,b,0,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,31.59226460000,0.1997000000,2.24000000,0.19983976,,,,,,0.000000,71.3500,741.00,88.81000,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5611.00,1.791000,1.062000,0.0200,[Fe/H],3.958000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m40.96s,295.9206663,+47d26m55.02s,47.4486164,1303.72000000,14.3430000,13.3920000,11.6170000,13.2634000,2015-08-25,2015-09-24,2015-08-25;;;;
Kepler-784 b,Kepler-784,b,0,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,31.59258090000,0.1967000000,1.78000000,0.15880124,,,,,,0.000000,53.0900,688.00,89.06000,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5676.00,1.487000,1.016000,0.1000,[Fe/H],4.100000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m40.96s,295.9206663,+47d26m55.02s,47.4486164,1303.72000000,14.3430000,13.3920000,11.6170000,13.2634000,2017-05-08,2017-08-31 00:00,2017-05-08;;;;
Kepler-784 b,Kepler-784,b,0,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,31.59258090000,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5576.00,2.873890,0.980000,,,3.512350,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m40.96s,295.9206663,+47d26m55.02s,47.4486164,1303.72000000,14.3430000,13.3920000,11.6170000,13.2634000,2018-09-25,2018-08-16,2018-09-25;;;;
Kepler-784 b,Kepler-784,b,0,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,31.59334000000,0.1990000000,1.95000000,0.17396765,,,,,,0.000000,,712.00,89.95000,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,5610.00,1.650000,1.059000,,,4.030000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m40.96s,295.9206663,+47d26m55.02s,47.4486164,1303.72000000,14.3430000,13.3920000,11.6170000,13.2634000,2013-10-28,2014-01-08,2013-10-28;;;;
Kepler-784 b,Kepler-784,b,0,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,3.45300000,0.30805603,,,,,,,194.3850,,,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,5640.00,2.878000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m40.96s,295.9206663,+47d26m55.02s,47.4486164,1303.72000000,14.3430000,13.3920000,11.6170000,13.2634000,2018-09-04,2018-10,2018-09-06;;;;
Kepler-784 b,Kepler-784,b,1,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,31.59226460000,,1.58000000,0.14095816,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5674.00,1.320000,1.000000,0.0700,[Fe/H],4.190000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m40.96s,295.9206663,+47d26m55.02s,47.4486164,1303.72000000,14.3430000,13.3920000,11.6170000,13.2634000,2016-05-06,2016-05,2016-05-10;;;;
Kepler-784 b,Kepler-784,b,0,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,31.59226460000,0.2211100000,3.49400000,0.31171434,,,,,,,144.4000,,,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,5640.00,2.789000,1.443000,0.1000,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m40.96s,295.9206663,+47d26m55.02s,47.4486164,1303.72000000,14.3430000,13.3920000,11.6170000,13.2634000,2024-12-05,2018-12,2024-12-05;;
Kepler-784 b,Kepler-784,b,0,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,31.59268054000,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5576.00,2.873890,0.980000,,,3.512350,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m40.96s,295.9206663,+47d26m55.02s,47.4486164,1303.72000000,14.3430000,13.3920000,11.6170000,13.2634000,2016-07-26,2016-07,2016-07-28;;;;
Kepler-784 b,Kepler-784,b,0,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,31.59226460000,0.1997000000,2.24000000,0.19983976,,,,,,0.000000,71.3500,741.00,88.81000,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5611.00,1.791000,1.062000,0.0200,[Fe/H],3.958000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m40.96s,295.9206663,+47d26m55.02s,47.4486164,1303.72000000,14.3430000,13.3920000,11.6170000,13.2634000,2014-11-21,2014-12-18,2014-11-21;;;;
Kepler-784 b,Kepler-784,b,0,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,31.59306282430,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5576.00,2.873890,0.980000,,,3.512350,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m40.96s,295.9206663,+47d26m55.02s,47.4486164,1303.72000000,14.3430000,13.3920000,11.6170000,13.2634000,2019-04-16,2019-03,2019-04-18;;;
Kepler-784 b,Kepler-784,b,0,1,2,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,31.59226460000,0.1997000000,2.24000000,0.19983976,,,,,,0.000000,71.3500,741.00,88.81000,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5611.00,1.791000,1.062000,0.0200,[Fe/H],3.958000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m40.96s,295.9206663,+47d26m55.02s,47.4486164,1303.72000000,14.3430000,13.3920000,11.6170000,13.2634000,2014-11-18,2014-12-04,2014-11-18;;;;
